Total Calories,Total Distance,Total Floors,Total Steps,Avg Heartrate,Max Steps,Sleep
508.96,0.01,0,15,62.29,12
12cx7,0:01:00,0.97,0.00,0,67,0,1
12cx7,0:02:00,0.97,0.00,0,69,0,1
12cx7,0:03:00,0.97,0.00,0,70,0,1
12cx7,0:04:00,0.97,0.00,0,70,0,1
12cx7,0:05:00,0.97,0.00,0,71,0,1
12cx7,0:06:00,0.97,0.00,0,69,0,1
12cx7,0:07:00,0.97,0.00,0,71,0,1
12cx7,0:08:00,0.97,0.00,0,68,0,1
12cx7,0:09:00,0.97,0.00,0,67,0,1
12cx7,0:10:00,0.97,0.00,0,66,0,1
12cx7,0:11:00,0.97,0.00,0,65,0,1
12cx7,0:12:00,0.97,0.00,0,65,0,1
12cx7,0:13:00,0.97,0.00,0,67,0,1
12cx7,0:14:00,0.97,0.00,0,65,0,1
12cx7,0:15:00,0.97,0.00,0,63,0,1
12cx7,0:16:00,0.97,0.00,0,64,0,1
12cx7,0:17:00,0.97,0.00,0,63,0,1
12cx7,0:18:00,0.97,0.00,0,63,0,1
12cx7,0:19:00,0.97,0.00,0,65,0,1
12cx7,0:20:00,0.97,0.00,0,64,0,1
12cx7,0:21:00,0.97,0.00,0,63,0,1
12cx7,0:22:00,0.97,0.00,0,63,0,1
12cx7,0:23:00,0.97,0.00,0,62,0,1
12cx7,0:24:00,0.97,0.00,0,63,0,1
12cx7,0:25:00,0.97,0.00,0,64,0,1
12cx7,0:26:00,0.97,0.00,0,62,0,1
12cx7,0:27:00,0.97,0.00,0,61,0,1
12cx7,0:28:00,0.97,0.00,0,62,0,1
12cx7,0:29:00,0.97,0.00,0,62,0,1
12cx7,0:30:00,0.97,0.00,0,62,0,1
12cx7,0:31:00,0.97,0.00,0,62,0,1
12cx7,0:32:00,0.97,0.00,0,62,0,1
12cx7,0:33:00,0.97,0.00,0,61,0,1
12cx7,0:34:00,0.97,0.00,0,61,0,1
12cx7,0:35:00,0.97,0.00,0,62,0,1
12cx7,0:36:00,0.97,0.00,0,62,0,1
12cx7,0:37:00,0.97,0.00,0,61,0,1
12cx7,0:38:00,0.97,0.00,0,61,0,1
12cx7,0:39:00,0.97,0.00,0,62,0,1
12cx7,0:40:00,0.97,0.00,0,62,0,1
12cx7,0:41:00,0.97,0.00,0,62,0,1
12cx7,0:42:00,0.97,0.00,0,63,0,1
12cx7,0:43:00,0.97,0.00,0,62,0,1
12cx7,0:44:00,0.97,0.00,0,62,0,1
12cx7,0:45:00,0.97,0.00,0,62,0,1
12cx7,0:46:00,0.97,0.00,0,62,0,1
12cx7,0:47:00,0.97,0.00,0,63,0,1
12cx7,0:48:00,0.97,0.00,0,61,0,1
12cx7,0:49:00,0.97,0.00,0,61,0,1
12cx7,0:50:00,0.97,0.00,0,62,0,1
12cx7,0:51:00,0.97,0.00,0,61,0,1
12cx7,0:52:00,0.97,0.00,0,61,0,1
12cx7,0:53:00,0.97,0.00,0,60,0,1
12cx7,0:54:00,0.97,0.00,0,61,0,1
12cx7,0:55:00,0.97,0.00,0,61,0,1
12cx7,0:56:00,0.97,0.00,0,61,0,1
12cx7,0:57:00,0.97,0.00,0,61,0,1
12cx7,0:58:00,0.97,0.00,0,60,0,1
12cx7,0:59:00,0.97,0.00,0,61,0,1
12cx7,1:00:00,0.97,0.00,0,61,0,1
12cx7,1:01:00,0.97,0.00,0,60,0,1
12cx7,1:02:00,0.97,0.00,0,60,0,1
12cx7,1:03:00,0.97,0.00,0,60,0,1
12cx7,1:04:00,0.97,0.00,0,60,0,1
12cx7,1:05:00,0.97,0.00,0,60,0,1
12cx7,1:06:00,0.97,0.00,0,60,0,1
12cx7,1:07:00,0.97,0.00,0,61,0,1
12cx7,1:08:00,0.97,0.00,0,61,0,1
12cx7,1:09:00,1.07,0.00,0,61,0,1
12cx7,1:10:00,0.97,0.00,0,58,0,1
12cx7,1:11:00,0.97,0.00,0,58,0,1
12cx7,1:12:00,0.97,0.00,0,61,0,1
12cx7,1:13:00,0.97,0.00,0,61,0,1
12cx7,1:14:00,0.97,0.00,0,65,0,1
12cx7,1:15:00,0.97,0.00,0,65,0,1
12cx7,1:16:00,0.97,0.00,0,65,0,1
12cx7,1:17:00,0.97,0.00,0,69,0,1
12cx7,1:18:00,0.97,0.00,0,65,0,1
12cx7,1:19:00,0.97,0.00,0,66,0,1
12cx7,1:20:00,0.97,0.00,0,65,0,1
12cx7,1:21:00,0.97,0.00,0,64,0,1
12cx7,1:22:00,0.97,0.00,0,65,0,1
12cx7,1:23:00,0.97,0.00,0,65,0,1
12cx7,1:24:00,0.97,0.00,0,64,0,1
12cx7,1:25:00,0.97,0.00,0,63,0,1
12cx7,1:26:00,0.97,0.00,0,64,0,1
12cx7,1:27:00,0.97,0.00,0,63,0,1
12cx7,1:28:00,1.07,0.00,0,65,0,1
12cx7,1:29:00,0.97,0.00,0,60,0,1
12cx7,1:30:00,0.97,0.00,0,62,0,1
12cx7,1:31:00,0.97,0.00,0,64,0,1
12cx7,1:32:00,0.97,0.00,0,64,0,1
12cx7,1:33:00,0.97,0.00,0,63,0,1
12cx7,1:34:00,0.97,0.00,0,62,0,1
12cx7,1:35:00,0.97,0.00,0,63,0,1
12cx7,1:36:00,0.97,0.00,0,63,0,1
12cx7,1:37:00,0.97,0.00,0,62,0,1
12cx7,1:38:00,0.97,0.00,0,64,0,1
12cx7,1:39:00,0.97,0.00,0,62,0,1
12cx7,1:40:00,0.97,0.00,0,62,0,1
12cx7,1:41:00,0.97,0.00,0,62,0,1
12cx7,1:42:00,0.97,0.00,0,62,0,1
12cx7,1:43:00,0.97,0.00,0,61,0,1
12cx7,1:44:00,0.97,0.00,0,62,0,1
12cx7,1:45:00,0.97,0.00,0,62,0,1
12cx7,1:46:00,0.97,0.00,0,63,0,1
12cx7,1:47:00,0.97,0.00,0,63,0,1
12cx7,1:48:00,0.97,0.00,0,62,0,1
12cx7,1:49:00,0.97,0.00,0,61,0,1
12cx7,1:50:00,0.97,0.00,0,62,0,1
12cx7,1:51:00,0.97,0.00,0,62,0,1
12cx7,1:52:00,0.97,0.00,0,63,0,1
12cx7,1:53:00,0.97,0.00,0,62,0,1
12cx7,1:54:00,0.97,0.00,0,62,0,1
12cx7,1:55:00,0.97,0.00,0,63,0,1
12cx7,1:56:00,0.97,0.00,0,62,0,1
12cx7,1:57:00,0.97,0.00,0,61,0,1
12cx7,1:58:00,0.97,0.00,0,62,0,1
12cx7,1:59:00,0.97,0.00,0,61,0,1
12cx7,2:00:00,0.97,0.00,0,61,0,1
12cx7,2:01:00,0.97,0.00,0,61,0,1
12cx7,2:02:00,0.97,0.00,0,61,0,1
12cx7,2:03:00,0.97,0.00,0,60,0,1
12cx7,2:04:00,0.97,0.00,0,60,0,1
12cx7,2:05:00,0.97,0.00,0,60,0,1
12cx7,2:06:00,0.97,0.00,0,61,0,1
12cx7,2:07:00,0.97,0.00,0,60,0,1
12cx7,2:08:00,0.97,0.00,0,60,0,1
12cx7,2:09:00,0.97,0.00,0,59,0,1
12cx7,2:10:00,0.97,0.00,0,61,0,1
12cx7,2:11:00,0.97,0.00,0,61,0,1
12cx7,2:12:00,0.97,0.00,0,61,0,1
12cx7,2:13:00,0.97,0.00,0,59,0,1
12cx7,2:14:00,0.97,0.00,0,59,0,1
12cx7,2:15:00,0.97,0.00,0,59,0,1
12cx7,2:16:00,0.97,0.00,0,60,0,1
12cx7,2:17:00,0.97,0.00,0,65,0,1
12cx7,2:18:00,1.07,0.00,0,59,0,1
12cx7,2:19:00,0.97,0.00,0,57,0,1
12cx7,2:20:00,0.97,0.00,0,58,0,1
12cx7,2:21:00,0.97,0.00,0,58,0,1
12cx7,2:22:00,0.97,0.00,0,59,0,2
12cx7,2:23:00,0.97,0.00,0,59,0,1
12cx7,2:24:00,0.97,0.00,0,58,0,1
12cx7,2:25:00,0.97,0.00,0,57,0,1
12cx7,2:26:00,0.97,0.00,0,58,0,1
12cx7,2:27:00,0.97,0.00,0,58,0,1
12cx7,2:28:00,0.97,0.00,0,63,0,1
12cx7,2:29:00,0.97,0.00,0,58,0,1
12cx7,2:30:00,0.97,0.00,0,59,0,1
12cx7,2:31:00,0.97,0.00,0,60,0,1
12cx7,2:32:00,0.97,0.00,0,62,0,1
12cx7,2:33:00,0.97,0.00,0,63,0,1
12cx7,2:34:00,0.97,0.00,0,60,0,1
12cx7,2:35:00,0.97,0.00,0,61,0,1
12cx7,2:36:00,0.97,0.00,0,63,0,1
12cx7,2:37:00,0.97,0.00,0,60,0,1
12cx7,2:38:00,0.97,0.00,0,63,0,1
12cx7,2:39:00,0.97,0.00,0,63,0,1
12cx7,2:40:00,0.97,0.00,0,61,0,1
12cx7,2:41:00,0.97,0.00,0,62,0,1
12cx7,2:42:00,0.97,0.00,0,63,0,1
12cx7,2:43:00,0.97,0.00,0,64,0,1
12cx7,2:44:00,0.97,0.00,0,67,0,1
12cx7,2:45:00,0.97,0.00,0,64,0,1
12cx7,2:46:00,0.97,0.00,0,65,0,1
12cx7,2:47:00,0.97,0.00,0,63,0,1
12cx7,2:48:00,0.97,0.00,0,64,0,1
12cx7,2:49:00,0.97,0.00,0,66,0,1
12cx7,2:50:00,0.97,0.00,0,63,0,1
12cx7,2:51:00,0.97,0.00,0,64,0,1
12cx7,2:52:00,0.97,0.00,0,58,0,1
12cx7,2:53:00,0.97,0.00,0,60,0,1
12cx7,2:54:00,0.97,0.00,0,61,0,1
12cx7,2:55:00,0.97,0.00,0,59,0,1
12cx7,2:56:00,0.97,0.00,0,60,0,1
12cx7,2:57:00,0.97,0.00,0,58,0,1
12cx7,2:58:00,0.97,0.00,0,59,0,1
12cx7,2:59:00,0.97,0.00,0,61,0,1
12cx7,3:00:00,0.97,0.00,0,58,0,1
12cx7,3:01:00,0.97,0.00,0,58,0,1
12cx7,3:02:00,0.97,0.00,0,57,0,1
12cx7,3:03:00,0.97,0.00,0,57,0,1
12cx7,3:04:00,0.97,0.00,0,57,0,1
12cx7,3:05:00,0.97,0.00,0,56,0,1
12cx7,3:06:00,0.97,0.00,0,57,0,1
12cx7,3:07:00,0.97,0.00,0,56,0,1
12cx7,3:08:00,0.97,0.00,0,56,0,1
12cx7,3:09:00,0.97,0.00,0,56,0,1
12cx7,3:10:00,0.97,0.00,0,57,0,1
12cx7,3:11:00,0.97,0.00,0,56,0,1
12cx7,3:12:00,0.97,0.00,0,57,0,1
12cx7,3:13:00,0.97,0.00,0,56,0,1
12cx7,3:14:00,0.97,0.00,0,57,0,1
12cx7,3:15:00,0.97,0.00,0,57,0,1
12cx7,3:16:00,0.97,0.00,0,56,0,1
12cx7,3:17:00,0.97,0.00,0,56,0,1
12cx7,3:18:00,0.97,0.00,0,56,0,1
12cx7,3:19:00,0.97,0.00,0,56,0,1
12cx7,3:20:00,0.97,0.00,0,56,0,1
12cx7,3:21:00,0.97,0.00,0,57,0,1
12cx7,3:22:00,0.97,0.00,0,57,0,1
12cx7,3:23:00,0.97,0.00,0,57,0,1
12cx7,3:24:00,0.97,0.00,0,56,0,1
12cx7,3:25:00,0.97,0.00,0,57,0,1
12cx7,3:26:00,0.97,0.00,0,57,0,1
12cx7,3:27:00,0.97,0.00,0,57,0,1
12cx7,3:28:00,0.97,0.00,0,57,0,1
12cx7,3:29:00,0.97,0.00,0,56,0,1
12cx7,3:30:00,0.97,0.00,0,55,0,1
12cx7,3:31:00,0.97,0.00,0,56,0,1
12cx7,3:32:00,0.97,0.00,0,57,0,1
12cx7,3:33:00,0.97,0.00,0,57,0,1
12cx7,3:34:00,0.97,0.00,0,55,0,1
12cx7,3:35:00,0.97,0.00,0,55,0,1
12cx7,3:36:00,0.97,0.00,0,56,0,1
12cx7,3:37:00,0.97,0.00,0,55,0,1
12cx7,3:38:00,0.97,0.00,0,56,0,1
12cx7,3:39:00,0.97,0.00,0,55,0,1
12cx7,3:40:00,0.97,0.00,0,55,0,1
12cx7,3:41:00,0.97,0.00,0,55,0,1
12cx7,3:42:00,0.97,0.00,0,55,0,1
12cx7,3:43:00,0.97,0.00,0,55,0,1
12cx7,3:44:00,0.97,0.00,0,59,0,1
12cx7,3:45:00,1.07,0.00,0,55,0,1
12cx7,3:46:00,0.97,0.00,0,54,0,1
12cx7,3:47:00,0.97,0.00,0,54,0,1
12cx7,3:48:00,0.97,0.00,0,55,0,1
12cx7,3:49:00,0.97,0.00,0,56,0,2
12cx7,3:50:00,0.97,0.00,0,56,0,1
12cx7,3:51:00,0.97,0.00,0,55,0,1
12cx7,3:52:00,0.97,0.00,0,58,0,1
12cx7,3:53:00,0.97,0.00,0,55,0,1
12cx7,3:54:00,0.97,0.00,0,54,0,1
12cx7,3:55:00,0.97,0.00,0,54,0,1
12cx7,3:56:00,0.97,0.00,0,55,0,1
12cx7,3:57:00,0.97,0.00,0,55,0,1
12cx7,3:58:00,0.97,0.00,0,55,0,1
12cx7,3:59:00,1.07,0.00,0,56,0,1
12cx7,4:00:00,0.97,0.00,0,55,0,1
12cx7,4:01:00,0.97,0.00,0,56,0,1
12cx7,4:02:00,0.97,0.00,0,59,0,1
12cx7,4:03:00,0.97,0.00,0,56,0,2
12cx7,4:04:00,0.97,0.00,0,51,0,1
12cx7,4:05:00,0.97,0.00,0,52,0,1
12cx7,4:06:00,0.97,0.00,0,54,0,1
12cx7,4:07:00,0.97,0.00,0,56,0,1
12cx7,4:08:00,0.97,0.00,0,53,0,1
12cx7,4:09:00,0.97,0.00,0,55,0,1
12cx7,4:10:00,0.97,0.00,0,56,0,1
12cx7,4:11:00,0.97,0.00,0,57,0,1
12cx7,4:12:00,0.97,0.00,0,57,0,1
12cx7,4:13:00,0.97,0.00,0,58,0,1
12cx7,4:14:00,0.97,0.00,0,56,0,1
12cx7,4:15:00,0.97,0.00,0,55,0,1
12cx7,4:16:00,0.97,0.00,0,56,0,1
12cx7,4:17:00,0.97,0.00,0,57,0,1
12cx7,4:18:00,0.97,0.00,0,55,0,1
12cx7,4:19:00,0.97,0.00,0,56,0,1
